ID;Default;Loan_Type;Gender;Degree;Citizenship;Age;Income;Credit_Score;Loan_Length;Signers
3211;0;Car ;Female;HS      ;Citizen    ;40;100496;656;2;2
3212;0;Home;Male  ;HS      ;Citizen    ;46;77816;685;4;2
3213;0;Home;Male  ;HS      ;Citizen    ;38;101754;681;4;2
3214;0;Car ;Male  ;HS      ;Citizen    ;41;69916;629;2;2
3215;0;Car ;Male  ;HS      ;Citizen    ;48;113139;688;1;2
3216;0;Car ;Male  ;HS      ;Citizen    ;47;110239;618;2;2
3217;1;Car ;Female;HS      ;Non-citizen;44;98853;654;0;2
3218;1;Car ;Female;College ;Citizen    ;39;139527;551;0;2
3219;0;Car ;Female;HS      ;Citizen    ;51;101714;677;0;2
3220;0;Car ;Female;HS      ;Citizen    ;46;97722;620;1;2
3221;0;Home;Male  ;HS      ;Citizen    ;39;135371;651;7;2
3222;0;Home;Female;College ;Citizen    ;32;105446;629;6;2
3223;0;Home;Male  ;HS      ;Citizen    ;43;94946;631;9;2
3224;0;Home;Male  ;HS      ;Citizen    ;30;95809;586;5;2
3225;0;Home;Female;HS      ;Citizen    ;40;112566;680;2;2
3226;0;Home;Male  ;HS      ;Citizen    ;42;99712;601;9;2
3227;1;Car ;Female;Graduate;Citizen    ;62;107305;607;1;2
3228;0;Home;Male  ;HS      ;Citizen    ;32;96354;486;3;2
3229;0;Car ;Female;Graduate;Citizen    ;48;99720;653;2;2
3230;0;Car ;Female;HS      ;Citizen    ;29;76406;585;0;2
3231;0;Car ;Female;HS      ;Citizen    ;50;87718;611;2;1
3232;0;Car ;Female;HS      ;Citizen    ;41;99204;628;1;2
3233;0;Home;Male  ;HS      ;Citizen    ;39;86985;533;5;2
3234;0;Home;Female;College ;Citizen    ;42;113210;603;4;2
3235;0;Car ;Male  ;HS      ;Citizen    ;40;81146;526;2;1
3236;0;Home;Female;HS      ;Citizen    ;36;65465;549;3;2
3237;0;Car ;Male  ;HS      ;Citizen    ;36;98659;543;1;2
3238;0;Home;Male  ;HS      ;Citizen    ;45;95962;597;10;2
3239;0;Home;Female;HS      ;Citizen    ;43;81348;635;6;2
3240;0;Car ;Male  ;College ;Citizen    ;42;88477;676;2;2
3241;0;Car ;Male  ;HS      ;Citizen    ;46;125881;631;0;2
3242;0;Home;Male  ;HS      ;Citizen    ;39;74349;571;2;2
3243;1;Car ;Female;HS      ;Citizen    ;43;94403;619;0;2
3244;0;Car ;Female;College ;Citizen    ;44;94622;650;0;2
3245;0;Home;Female;College ;Citizen    ;44;98878;525;7;2
3246;0;Car ;Male  ;College ;Citizen    ;49;87719;572;1;2
3247;0;Car ;Female;HS      ;Citizen    ;34;108520;643;0;2
3248;0;Home;Male  ;HS      ;Citizen    ;45;98341;673;9;2
3249;0;Car ;Male  ;College ;Citizen    ;36;92253;523;3;2
3250;0;Car ;Female;HS      ;Citizen    ;47;88539;552;0;2
3251;0;Car ;Female;HS      ;Citizen    ;47;118047;552;0;2
3252;0;Car ;Male  ;College ;Citizen    ;44;84011;574;2;2
3253;0;Car ;Male  ;HS      ;Citizen    ;44;92225;615;1;2
3254;0;Car ;Female;HS      ;Citizen    ;38;74768;581;0;2
3255;0;Car ;Female;College ;Citizen    ;42;118106;557;0;2
3256;1;Home;Female;College ;Citizen    ;31;110524;691;9;2
3257;0;Home;Male  ;HS      ;Citizen    ;44;90887;599;11;2
3258;0;Car ;Male  ;College ;Citizen    ;29;92616;639;2;2
3259;0;Home;Female;HS      ;Citizen    ;30;93635;540;6;2
3260;0;Car ;Female;HS      ;Citizen    ;43;111207;647;0;2
3261;0;Car ;Female;HS      ;Citizen    ;31;104416;536;0;2
3262;0;Car ;Male  ;HS      ;Citizen    ;33;88905;683;0;2
3263;0;Car ;Male  ;College ;Citizen    ;40;90591;674;1;2
3264;0;Car ;Male  ;HS      ;Citizen    ;41;69769;538;1;2
3265;0;Home;Male  ;HS      ;Citizen    ;38;46246;638;3;2
3266;0;Car ;Female;College ;Citizen    ;37;83115;554;2;2
3267;0;Car ;Male  ;HS      ;Citizen    ;36;95798;647;1;2
3268;0;Home;Male  ;HS      ;Citizen    ;52;112931;652;12;2
3269;0;Car ;Male  ;HS      ;Citizen    ;45;95613;503;2;2
3270;0;Car ;Female;College ;Citizen    ;51;93078;686;1;2
3271;0;Home;Female;Graduate;Citizen    ;35;82975;612;8;2
3272;0;Car ;Male  ;HS      ;Citizen    ;51;93648;601;0;2
3273;0;Car ;Female;HS      ;Citizen    ;45;120763;692;1;2
3274;0;Car ;Male  ;College ;Citizen    ;51;95927;558;3;2
3275;0;Car ;Male  ;HS      ;Citizen    ;44;83445;648;0;2
3276;0;Car ;Male  ;HS      ;Citizen    ;43;72141;605;0;2
3277;0;Home;Male  ;HS      ;Citizen    ;39;94057;585;8;2
3278;1;Home;Male  ;HS      ;Citizen    ;37;153485;691;6;2
3279;0;Home;Female;HS      ;Citizen    ;42;99280;570;6;2
3280;0;Car ;Female;Graduate;Non-citizen;50;94036;630;3;1
3281;0;Car ;Female;College ;Citizen    ;41;103351;563;0;2
3282;0;Home;Female;HS      ;Citizen    ;41;116560;569;5;2
3283;0;Car ;Female;College ;Citizen    ;44;112529;578;3;2
3284;0;Car ;Male  ;HS      ;Citizen    ;44;73646;553;0;2
3285;1;Car ;Female;HS      ;Non-citizen;48;103369;650;0;1
3286;0;Car ;Male  ;HS      ;Citizen    ;45;80528;653;2;1
3287;0;Car ;Male  ;Graduate;Citizen    ;30;95262;503;0;2
3288;0;Home;Male  ;HS      ;Citizen    ;48;61304;535;4;2
3289;0;Car ;Male  ;HS      ;Citizen    ;35;88000;553;1;2
3290;0;Car ;Female;Graduate;Citizen    ;48;105270;631;2;1
3291;0;Car ;Female;HS      ;Citizen    ;47;65011;662;0;2
3292;0;Home;Female;College ;Citizen    ;41;109859;717;8;2
3293;0;Home;Male  ;HS      ;Citizen    ;44;94496;476;6;2
3294;0;Car ;Male  ;College ;Citizen    ;38;96910;580;1;2
3295;0;Home;Female;College ;Citizen    ;45;84561;608;8;2
3296;0;Car ;Male  ;College ;Citizen    ;46;102012;522;2;2
3297;1;Car ;Female;HS      ;Citizen    ;43;119550;611;0;2
3298;0;Car ;Male  ;HS      ;Citizen    ;36;53829;440;1;2
3299;0;Home;Female;HS      ;Citizen    ;41;109577;658;3;2
3300;0;Car ;Female;College ;Citizen    ;49;107024;628;3;2
3301;0;Home;Female;College ;Citizen    ;41;104782;627;6;2
3302;0;Car ;Male  ;HS      ;Citizen    ;38;56664;440;0;2
3303;0;Home;Male  ;HS      ;Citizen    ;47;86058;566;6;2
3304;0;Home;Male  ;HS      ;Citizen    ;39;102830;528;5;2
3305;0;Home;Male  ;HS      ;Citizen    ;41;100474;614;8;2
3306;0;Home;Male  ;HS      ;Citizen    ;27;86671;621;3;2
3307;0;Car ;Male  ;College ;Citizen    ;51;107359;549;2;2
3308;0;Car ;Female;HS      ;Citizen    ;46;76293;672;1;2
3309;0;Home;Female;College ;Citizen    ;34;117536;572;6;2
3310;0;Home;Male  ;HS      ;Citizen    ;35;101662;571;4;2
3311;0;Car ;Female;Graduate;Citizen    ;56;144703;605;2;2
3312;0;Car ;Female;HS      ;Citizen    ;40;86670;612;0;2
3313;0;Home;Male  ;HS      ;Citizen    ;47;84198;645;4;2
3314;0;Car ;Male  ;HS      ;Citizen    ;50;112980;590;1;2
3315;1;Car ;Female;College ;Citizen    ;52;107519;713;3;2
3316;0;Home;Male  ;HS      ;Citizen    ;43;102542;596;2;2
3317;0;Car ;Female;HS      ;Citizen    ;42;104381;591;0;2
3318;0;Car ;Female;College ;Non-citizen;56;113135;716;3;2
3319;0;Car ;Female;HS      ;Citizen    ;40;95495;574;0;2
3320;0;Car ;Male  ;College ;Citizen    ;44;101618;650;3;2
3321;0;Home;Male  ;HS      ;Citizen    ;32;86521;539;1;2
3322;0;Car ;Male  ;College ;Citizen    ;36;114529;662;0;2
3323;0;Home;Male  ;College ;Citizen    ;35;87281;583;3;2
3324;0;Home;Female;HS      ;Citizen    ;35;81510;583;7;2
3325;1;Car ;Female;Graduate;Non-citizen;54;131918;723;2;2
3326;0;Car ;Male  ;College ;Citizen    ;43;94918;577;2;2
3327;0;Home;Female;HS      ;Citizen    ;40;127092;559;4;2
3328;0;Car ;Male  ;HS      ;Citizen    ;54;108611;530;2;2
3329;0;Car ;Male  ;College ;Citizen    ;40;96462;640;1;2
3330;0;Home;Male  ;HS      ;Citizen    ;53;119465;710;6;2
3331;0;Home;Male  ;College ;Citizen    ;43;93290;531;8;2
3332;0;Car ;Male  ;College ;Citizen    ;46;126705;683;2;2
3333;0;Car ;Male  ;HS      ;Citizen    ;40;82623;600;0;2
3334;0;Home;Female;HS      ;Citizen    ;42;88446;531;1;2
3335;0;Car ;Female;HS      ;Citizen    ;52;108182;707;0;2
3336;0;Car ;Female;Graduate;Citizen    ;52;115924;674;3;2
3337;0;Car ;Male  ;HS      ;Citizen    ;31;79123;584;1;2
3338;0;Car ;Male  ;HS      ;Citizen    ;43;76274;482;0;2
3339;0;Car ;Male  ;HS      ;Citizen    ;34;59790;578;0;2
3340;0;Home;Male  ;HS      ;Citizen    ;52;136464;559;10;2
3341;1;Car ;Female;Graduate;Non-citizen;45;75042;574;2;2
3342;0;Car ;Male  ;College ;Citizen    ;58;110320;563;2;2
3343;0;Car ;Male  ;HS      ;Citizen    ;43;87706;541;0;2
3344;0;Car ;Male  ;HS      ;Citizen    ;53;91028;604;2;2
3345;0;Home;Male  ;HS      ;Citizen    ;50;101161;677;5;2
3346;0;Car ;Male  ;HS      ;Citizen    ;45;87196;702;0;2
3347;0;Car ;Male  ;College ;Citizen    ;53;121246;583;2;2
3348;0;Car ;Male  ;College ;Citizen    ;39;74547;534;3;2
3349;0;Car ;Male  ;HS      ;Citizen    ;44;66957;478;0;2
3350;0;Car ;Male  ;College ;Citizen    ;47;92756;660;0;2
3351;0;Home;Female;HS      ;Citizen    ;36;99553;549;4;2
3352;0;Car ;Female;College ;Citizen    ;38;81728;640;0;2
3353;0;Car ;Female;HS      ;Citizen    ;33;76935;600;0;2
3354;0;Car ;Female;College ;Citizen    ;50;103079;611;3;2
3355;0;Car ;Male  ;HS      ;Citizen    ;42;94311;590;1;2
3356;0;Home;Female;HS      ;Citizen    ;50;104906;626;8;1
3357;0;Home;Female;HS      ;Citizen    ;40;122257;608;8;1
3358;0;Car ;Female;HS      ;Citizen    ;48;121214;590;2;2
3359;0;Car ;Female;HS      ;Citizen    ;48;108397;617;3;2
3360;0;Home;Male  ;HS      ;Citizen    ;46;83039;572;7;2
3361;0;Car ;Female;HS      ;Citizen    ;43;96342;647;1;2
3362;0;Car ;Male  ;HS      ;Citizen    ;52;71495;731;1;2
3363;0;Home;Female;HS      ;Citizen    ;30;101006;672;1;2
3364;0;Car ;Male  ;HS      ;Citizen    ;37;128348;588;2;2
3365;0;Car ;Female;HS      ;Citizen    ;40;104985;578;0;2
3366;0;Car ;Male  ;HS      ;Citizen    ;42;98272;611;2;1
3367;0;Car ;Male  ;College ;Citizen    ;41;95433;690;1;2
3368;0;Car ;Female;College ;Citizen    ;44;120063;589;3;1
3369;0;Car ;Male  ;College ;Citizen    ;43;93145;543;2;2
3370;0;Car ;Male  ;College ;Citizen    ;47;77161;673;2;2
3371;0;Home;Male  ;HS      ;Citizen    ;43;102018;541;6;2
3372;0;Car ;Male  ;HS      ;Citizen    ;45;118975;631;2;2
3373;0;Home;Female;HS      ;Citizen    ;41;97026;634;1;1
3374;0;Car ;Male  ;HS      ;Citizen    ;41;91887;624;2;2
3375;0;Home;Female;College ;Citizen    ;43;147138;613;7;2
3376;0;Home;Male  ;College ;Citizen    ;33;84820;641;10;2
3377;0;Home;Female;HS      ;Citizen    ;43;70114;589;5;2
3378;0;Car ;Male  ;College ;Citizen    ;52;103898;708;1;2
3379;0;Car ;Male  ;HS      ;Citizen    ;44;104265;556;3;2
3380;0;Home;Female;HS      ;Citizen    ;38;81330;492;6;2
3381;0;Car ;Female;College ;Citizen    ;42;92151;560;0;2
3382;0;Car ;Male  ;HS      ;Citizen    ;43;85421;612;0;2
3383;0;Car ;Female;College ;Citizen    ;45;78728;601;2;2
3384;0;Car ;Male  ;College ;Citizen    ;44;87225;538;0;2
3385;0;Home;Male  ;College ;Citizen    ;47;120864;582;10;2
3386;0;Car ;Male  ;HS      ;Citizen    ;51;91656;600;1;2
3387;0;Home;Female;HS      ;Citizen    ;35;69686;560;0;2
3388;0;Home;Male  ;HS      ;Citizen    ;38;98102;593;8;2
3389;0;Home;Male  ;HS      ;Citizen    ;48;90982;567;6;2
3390;0;Home;Female;HS      ;Citizen    ;41;104068;539;0;2
3391;0;Car ;Male  ;HS      ;Citizen    ;41;111564;525;1;2
3392;0;Car ;Male  ;HS      ;Citizen    ;28;73260;504;1;2
3393;1;Car ;Female;HS      ;Non-citizen;49;115630;742;0;1
3394;0;Car ;Male  ;HS      ;Citizen    ;39;57704;663;1;2
3395;0;Car ;Female;College ;Citizen    ;41;105042;619;0;2
3396;0;Home;Male  ;HS      ;Citizen    ;36;95271;667;8;2
3397;0;Car ;Female;College ;Citizen    ;43;94000;620;1;2
3398;0;Car ;Female;College ;Citizen    ;33;93076;656;0;2
3399;0;Car ;Female;Graduate;Citizen    ;53;76856;603;3;2
3400;0;Home;Male  ;HS      ;Citizen    ;30;46387;629;5;2
3401;0;Car ;Female;HS      ;Citizen    ;38;79166;538;0;2
3402;0;Car ;Female;HS      ;Citizen    ;37;76355;636;0;2
3403;0;Car ;Male  ;College ;Citizen    ;43;95022;591;3;2
3404;0;Home;Female;HS      ;Citizen    ;39;142057;601;3;2
3405;0;Car ;Female;College ;Citizen    ;41;105750;604;2;2
3406;0;Home;Male  ;HS      ;Citizen    ;44;81332;588;3;2
3407;0;Home;Male  ;HS      ;Citizen    ;36;111169;644;8;2
3408;0;Home;Male  ;HS      ;Citizen    ;40;91407;625;6;2
3409;0;Home;Female;HS      ;Citizen    ;44;71286;540;4;2
3410;0;Car ;Female;HS      ;Citizen    ;44;108686;741;1;1
3411;0;Car ;Male  ;HS      ;Citizen    ;41;112274;593;2;1
3412;0;Home;Female;HS      ;Citizen    ;46;92515;694;3;2
3413;0;Car ;Male  ;HS      ;Citizen    ;33;97059;543;0;2
3414;0;Car ;Female;HS      ;Citizen    ;49;83073;638;1;2
3415;0;Car ;Female;HS      ;Citizen    ;45;90041;602;0;2
3416;0;Home;Male  ;Graduate;Citizen    ;47;81733;528;4;2
3417;0;Car ;Female;HS      ;Citizen    ;42;76933;596;2;2
3418;0;Car ;Female;HS      ;Citizen    ;35;96130;608;1;2
3419;0;Home;Male  ;HS      ;Citizen    ;31;90130;530;2;2
3420;0;Home;Female;College ;Citizen    ;40;123478;586;9;2
3421;0;Car ;Male  ;College ;Citizen    ;38;78720;603;0;2
3422;0;Car ;Male  ;HS      ;Citizen    ;39;78859;608;0;2
3423;1;Car ;Male  ;HS      ;Citizen    ;40;108992;667;0;2
3424;0;Car ;Male  ;HS      ;Citizen    ;43;98138;628;3;2
3425;0;Home;Female;HS      ;Citizen    ;39;114144;605;0;2
3426;0;Home;Female;HS      ;Citizen    ;44;117239;600;5;2
3427;0;Home;Male  ;HS      ;Citizen    ;41;101617;660;8;2
3428;0;Home;Female;HS      ;Citizen    ;44;107880;698;8;1
3429;0;Car ;Female;College ;Non-citizen;48;109322;604;3;2
3430;0;Car ;Female;HS      ;Citizen    ;42;98253;589;1;2
3431;0;Home;Male  ;HS      ;Citizen    ;45;119034;581;9;2
3432;0;Car ;Female;HS      ;Citizen    ;50;117946;619;0;2
3433;0;Home;Female;HS      ;Citizen    ;37;97368;651;2;2
3434;0;Car ;Male  ;College ;Citizen    ;36;87931;548;1;2
3435;0;Car ;Male  ;HS      ;Citizen    ;42;85624;634;2;2
3436;0;Home;Female;HS      ;Citizen    ;41;109173;614;7;1
3437;0;Car ;Female;College ;Citizen    ;42;122580;760;0;2
3438;0;Car ;Male  ;HS      ;Citizen    ;34;79291;573;0;2
3439;0;Home;Male  ;HS      ;Citizen    ;42;100364;723;9;2
3440;0;Car ;Female;HS      ;Citizen    ;39;92078;681;0;1
3441;0;Car ;Female;HS      ;Citizen    ;44;129523;590;2;2
3442;0;Car ;Female;College ;Non-citizen;52;125693;729;1;2
3443;1;Home;Female;College ;Citizen    ;44;92999;529;6;2
3444;0;Home;Male  ;HS      ;Citizen    ;49;97058;780;6;1
3445;0;Car ;Male  ;HS      ;Citizen    ;50;103956;580;3;1
3446;0;Car ;Male  ;HS      ;Citizen    ;54;77691;661;0;2
3447;0;Home;Female;HS      ;Citizen    ;32;86900;630;4;2
3448;1;Car ;Male  ;HS      ;Citizen    ;44;100658;589;2;1
3449;0;Car ;Female;HS      ;Citizen    ;42;115386;695;1;2
3450;0;Car ;Male  ;HS      ;Citizen    ;37;96389;511;1;2
3451;0;Car ;Female;HS      ;Citizen    ;44;91009;584;0;2
3452;0;Car ;Male  ;HS      ;Citizen    ;50;96828;612;2;2
3453;0;Car ;Male  ;HS      ;Citizen    ;31;93962;589;0;2
3454;0;Car ;Female;HS      ;Citizen    ;46;106829;604;1;1
3455;0;Home;Male  ;HS      ;Citizen    ;35;78846;622;6;2
3456;0;Car ;Female;HS      ;Citizen    ;43;113003;592;3;2
3457;0;Car ;Male  ;College ;Citizen    ;49;111524;627;1;1
3458;0;Home;Male  ;HS      ;Citizen    ;38;102779;545;5;2
3459;0;Car ;Female;HS      ;Citizen    ;43;103717;688;3;1
3460;0;Home;Female;College ;Citizen    ;53;103686;610;13;2
3461;0;Home;Female;HS      ;Citizen    ;43;73471;627;1;2
3462;0;Car ;Female;Graduate;Non-citizen;43;103180;694;1;2
3463;0;Car ;Male  ;HS      ;Citizen    ;44;99344;712;0;1
3464;0;Home;Male  ;HS      ;Citizen    ;43;97050;519;3;2
3465;0;Car ;Male  ;HS      ;Citizen    ;42;94650;600;0;2
3466;1;Car ;Male  ;HS      ;Citizen    ;48;103448;535;0;2
3467;1;Car ;Female;HS      ;Citizen    ;38;112239;665;0;2
3468;0;Car ;Male  ;HS      ;Citizen    ;33;79224;627;1;2
3469;0;Car ;Male  ;HS      ;Citizen    ;32;47656;491;0;2
3470;0;Car ;Male  ;HS      ;Citizen    ;31;89989;585;0;2
3471;0;Car ;Male  ;College ;Citizen    ;35;65773;501;1;2
3472;0;Home;Male  ;HS      ;Citizen    ;34;78680;637;2;2
3473;0;Car ;Male  ;HS      ;Citizen    ;45;103583;640;0;1
3474;1;Car ;Female;HS      ;Citizen    ;44;100315;585;0;1
3475;0;Car ;Male  ;HS      ;Citizen    ;26;85393;586;1;2
3476;0;Car ;Female;College ;Citizen    ;46;122995;676;2;2
3477;0;Car ;Male  ;HS      ;Citizen    ;40;53791;566;0;2
3478;0;Home;Female;HS      ;Citizen    ;43;94461;561;7;2
3479;0;Home;Female;HS      ;Citizen    ;33;119700;583;6;2
3480;0;Car ;Male  ;College ;Citizen    ;45;101132;534;3;2
3481;0;Car ;Male  ;HS      ;Citizen    ;46;75843;585;0;2
3482;0;Home;Male  ;HS      ;Citizen    ;38;104880;617;1;2
3483;0;Car ;Male  ;HS      ;Citizen    ;46;94285;629;2;2
3484;0;Car ;Female;College ;Citizen    ;37;104766;683;0;2
3485;0;Car ;Male  ;HS      ;Citizen    ;32;81463;594;3;2
3486;0;Home;Male  ;HS      ;Citizen    ;37;95598;574;8;2
3487;0;Car ;Male  ;HS      ;Citizen    ;35;114043;686;0;2
3488;0;Car ;Male  ;HS      ;Citizen    ;44;123902;528;0;2
3489;0;Home;Male  ;Graduate;Citizen    ;34;93302;572;10;2
3490;0;Car ;Female;HS      ;Citizen    ;47;123514;648;0;2
3491;0;Car ;Male  ;HS      ;Citizen    ;41;101186;579;1;2
3492;0;Car ;Male  ;Graduate;Citizen    ;43;83214;564;3;2
3493;0;Car ;Female;HS      ;Citizen    ;51;91676;690;2;2
3494;0;Home;Male  ;HS      ;Citizen    ;46;102146;587;4;2
3495;0;Home;Male  ;HS      ;Citizen    ;33;78730;589;0;2
3496;0;Car ;Male  ;HS      ;Citizen    ;46;84190;539;2;1
3497;0;Car ;Female;HS      ;Citizen    ;42;97056;603;2;2
3498;0;Home;Male  ;HS      ;Citizen    ;43;110200;577;4;2
3499;0;Car ;Female;College ;Citizen    ;50;125891;674;2;2
3500;0;Home;Male  ;HS      ;Citizen    ;41;92081;616;6;2
3501;0;Car ;Male  ;HS      ;Citizen    ;41;95781;699;0;2
3502;0;Home;Female;HS      ;Citizen    ;44;102151;661;7;2
3503;0;Car ;Male  ;HS      ;Citizen    ;48;81659;635;0;2
3504;0;Home;Male  ;HS      ;Citizen    ;42;90017;639;4;2
3505;0;Car ;Male  ;HS      ;Citizen    ;40;90616;566;0;2
3506;0;Car ;Male  ;College ;Citizen    ;41;103786;631;3;2
3507;1;Car ;Female;HS      ;Citizen    ;50;106761;596;1;2
3508;1;Car ;Female;HS      ;Citizen    ;48;125971;703;1;2
3509;0;Car ;Male  ;HS      ;Citizen    ;43;70378;577;2;2
3510;0;Car ;Male  ;HS      ;Citizen    ;43;64185;578;1;1
3511;0;Home;Male  ;HS      ;Citizen    ;38;97946;553;8;2
3512;0;Home;Male  ;HS      ;Citizen    ;50;108498;562;6;2
3513;0;Car ;Male  ;HS      ;Citizen    ;45;93972;616;2;2
3514;0;Home;Male  ;HS      ;Citizen    ;34;79484;629;3;2
3515;0;Car ;Male  ;HS      ;Citizen    ;35;72759;601;0;2
3516;1;Car ;Female;HS      ;Citizen    ;54;91396;702;1;2
3517;0;Car ;Female;Graduate;Non-citizen;39;113322;628;2;2
3518;0;Car ;Female;College ;Citizen    ;50;110400;691;2;2
3519;0;Car ;Female;HS      ;Citizen    ;51;112211;557;3;2
3520;0;Home;Male  ;HS      ;Citizen    ;42;96670;531;6;2
3521;0;Home;Male  ;College ;Citizen    ;36;88404;563;6;2
3522;0;Car ;Female;HS      ;Citizen    ;49;88437;690;1;1
3523;0;Car ;Male  ;College ;Citizen    ;48;94181;618;0;2
3524;0;Car ;Female;College ;Citizen    ;51;89959;653;2;2
3525;0;Car ;Male  ;College ;Citizen    ;38;103618;550;3;2
3526;1;Car ;Male  ;HS      ;Citizen    ;46;135000;639;0;2
3527;0;Car ;Male  ;HS      ;Citizen    ;57;118578;671;2;2
3528;0;Car ;Male  ;HS      ;Citizen    ;50;103288;653;0;2
3529;0;Home;Female;HS      ;Citizen    ;43;77492;642;6;2
3530;0;Car ;Male  ;HS      ;Citizen    ;47;103521;595;0;2
3531;0;Car ;Female;HS      ;Citizen    ;38;89551;558;0;2
3532;0;Home;Female;College ;Citizen    ;35;98828;602;6;2
3533;1;Car ;Female;College ;Citizen    ;38;134235;700;2;2
3534;0;Car ;Male  ;HS      ;Citizen    ;31;90582;519;2;2
3535;0;Car ;Male  ;College ;Citizen    ;47;117757;613;2;2
3536;0;Car ;Female;HS      ;Citizen    ;46;106178;656;1;1
3537;0;Car ;Female;HS      ;Citizen    ;40;99188;683;0;2
3538;0;Car ;Female;College ;Citizen    ;41;111634;629;0;2
3539;1;Car ;Male  ;College ;Citizen    ;34;77951;559;0;2
3540;0;Home;Female;HS      ;Citizen    ;44;104029;706;6;2
3541;0;Car ;Male  ;College ;Citizen    ;39;79805;599;2;2
3542;0;Home;Male  ;HS      ;Citizen    ;54;101433;593;5;2
3543;0;Car ;Female;HS      ;Citizen    ;37;87715;649;0;2
3544;0;Car ;Male  ;HS      ;Citizen    ;40;99528;609;2;2
3545;0;Car ;Male  ;College ;Citizen    ;39;126583;590;2;2
3546;0;Car ;Male  ;HS      ;Citizen    ;36;74494;532;0;2
3547;0;Car ;Male  ;HS      ;Citizen    ;39;93218;595;0;2
3548;0;Home;Male  ;College ;Citizen    ;43;142906;644;10;2
3549;0;Home;Male  ;HS      ;Citizen    ;45;82279;536;7;2
3550;0;Car ;Male  ;Graduate;Citizen    ;42;110733;662;2;1
3551;0;Home;Male  ;HS      ;Citizen    ;30;55569;463;3;2
3552;0;Car ;Female;College ;Citizen    ;42;97375;694;0;2
3553;0;Car ;Male  ;College ;Citizen    ;33;102198;572;0;2
3554;0;Car ;Male  ;College ;Citizen    ;43;97538;679;2;2
3555;0;Car ;Male  ;HS      ;Citizen    ;42;99751;562;0;2
3556;0;Car ;Female;HS      ;Citizen    ;48;88963;731;3;2
3557;0;Home;Male  ;HS      ;Citizen    ;44;106682;666;5;2
3558;0;Car ;Male  ;HS      ;Citizen    ;44;94434;604;1;2
3559;1;Car ;Female;College ;Citizen    ;47;139708;647;2;2
3560;0;Home;Male  ;HS      ;Citizen    ;42;82072;579;4;2
3561;1;Home;Male  ;College ;Citizen    ;52;122986;775;13;2
3562;0;Car ;Male  ;HS      ;Citizen    ;39;69317;597;0;2
3563;0;Home;Male  ;HS      ;Citizen    ;34;103254;505;10;2
3564;0;Car ;Female;HS      ;Citizen    ;37;92770;647;2;2
3565;0;Car ;Male  ;HS      ;Citizen    ;42;108044;632;0;2
3566;0;Car ;Male  ;HS      ;Citizen    ;39;106751;582;1;2
3567;0;Car ;Male  ;HS      ;Citizen    ;42;79500;638;1;2
3568;0;Home;Male  ;HS      ;Citizen    ;43;92359;583;7;2
3569;0;Home;Male  ;College ;Citizen    ;44;62250;500;5;2
3570;0;Car ;Female;Graduate;Non-citizen;40;106862;651;3;1
3571;0;Car ;Female;HS      ;Citizen    ;49;100789;547;1;2
3572;0;Car ;Female;HS      ;Citizen    ;46;111854;596;2;2
3573;0;Car ;Male  ;HS      ;Citizen    ;44;88313;656;0;2
3574;0;Car ;Female;College ;Citizen    ;45;124601;577;3;2
3575;0;Car ;Male  ;HS      ;Citizen    ;35;85908;542;0;2
3576;1;Home;Female;HS      ;Citizen    ;34;87618;773;8;2
3577;0;Car ;Male  ;HS      ;Citizen    ;30;104587;671;0;2
3578;0;Car ;Male  ;College ;Citizen    ;45;101071;522;3;2
3579;0;Home;Male  ;HS      ;Citizen    ;44;123210;599;11;2
3580;0;Home;Male  ;HS      ;Citizen    ;44;99320;623;4;2
3581;0;Car ;Male  ;HS      ;Citizen    ;39;93183;563;1;2
3582;0;Car ;Male  ;HS      ;Citizen    ;41;96830;619;0;2
3583;0;Car ;Male  ;HS      ;Citizen    ;41;71067;583;2;2
3584;0;Car ;Male  ;College ;Non-citizen;61;112149;717;2;2
3585;0;Car ;Female;College ;Non-citizen;47;86800;628;0;2
3586;0;Home;Male  ;HS      ;Citizen    ;41;110335;561;4;2
3587;0;Home;Male  ;HS      ;Citizen    ;40;100152;526;2;2
3588;0;Car ;Male  ;HS      ;Citizen    ;40;69411;563;0;2
3589;0;Home;Male  ;HS      ;Citizen    ;34;78078;550;3;2
3590;0;Home;Male  ;HS      ;Citizen    ;38;136050;585;8;2
3591;0;Home;Female;HS      ;Citizen    ;48;122548;646;4;2
3592;0;Car ;Female;College ;Citizen    ;49;102784;729;2;2
3593;0;Home;Male  ;HS      ;Citizen    ;41;73374;635;2;2
3594;0;Home;Male  ;HS      ;Citizen    ;31;84459;683;10;2
3595;0;Car ;Male  ;HS      ;Citizen    ;49;92143;592;3;2
3596;0;Car ;Male  ;College ;Citizen    ;42;83494;567;2;2
3597;0;Home;Male  ;HS      ;Citizen    ;50;98009;725;10;2
3598;0;Car ;Male  ;HS      ;Citizen    ;51;83824;498;1;2
3599;0;Home;Male  ;HS      ;Citizen    ;33;102611;529;0;2
3600;0;Home;Male  ;HS      ;Citizen    ;42;111534;669;11;1
3601;0;Car ;Female;College ;Citizen    ;36;144433;630;0;2
3602;0;Car ;Male  ;HS      ;Citizen    ;52;101841;564;0;2
3603;0;Home;Male  ;HS      ;Citizen    ;45;75879;547;12;2
3604;0;Car ;Female;HS      ;Citizen    ;42;94866;549;0;2
